"label","id","Degree","Betweenness","Pagerank","Cluster","Gene","Strain","Diameter","Count","N","Essential","Var","TIGR4.old.x","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.old.y","TIGR4.new","TAIWAN.19F.new","D39.old","D39.new"
"SPT_1393",89,12,0,1.18367099772032e-09,494,"SPT_RS06925","19F",0.230586824792872,744,371,TRUE,0.491352750518885,"SP_0806","Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Transcription","Replication",NA,2,"gyrB","DNA gyrase subunit B",15,"Essential","SP_0806","SP_RS03950","SPT_RS06925","SPD_0709","SPD_RS03755"
"SPT_1010",90,12,0,1.18367099508317e-09,397,"SPT_RS04985","19F",0.00187168484979146,372,371,TRUE,0.26029729489006,"SP_1219","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"GyrA","DNA gyrase, subunit A",15,"Essential","SP_1219","SP_RS05975","SPT_RS04985","SPD_1077","SPD_RS05710"
"SPT_0907",91,6,279.488897960121,2.30561356264979e-07,3469,"SPT_RS04500","19F",0.0112641461599506,372,371,FALSE,0.311204543917756,"SP_1366",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Glycosyl transferase, Group 1 family",15,"Essential","SP_1366","SP_RS06690","SPT_RS04500","SPD_1200","SPD_RS06335"
"SPT_0908",92,6,279.488897960121,2.30561356265534e-07,1947,"SPT_RS04505","19F",0.00689093570752802,372,371,TRUE,0.332289101355407,"SP_1365",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Glycosyl transferase, Group 2 family",15,"Essential","SP_1365","SP_RS06685","SPT_RS04505","SPD_1199","SPD_RS06330"
"SPT_1349",93,20,0,3.45359082781874e-09,2655,"SPT_RS06705","19F",0.00325921060538359,372,371,TRUE,0.704457250177229,"SP_0855","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"parC","DNA topoisomerase IV, A subunit, Gram-positive",15,"Essential","SP_0855","SP_RS04190","SPT_RS06705","SPD_0748","SPD_RS03965"
"SPT_1351",94,20,0,3.45359080789407e-09,494,"SPT_RS06715","19F",0.230586824792872,744,371,TRUE,0.951692811305747,"SP_0852","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"parE","DNA topoisomerase IV, B subunit, Gram-positive",15,"Essential","SP_0852","SP_RS04180","SPT_RS06715","SPD_0746","SPD_RS03955"
"SPT_0532",95,7,0,1.58251343575449e-05,3021,"SPT_RS02650","19F",0.00290214929071678,372,371,TRUE,0.392373069393256,"SP_0493","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","DNA-directed RNA polymerase subunit delta",10,"Evolvable.Essential","SP_0493","SP_RS02425","SPT_RS02650","SPD_0441","SPD_RS02345"
"SPT_1938",96,7,0,1.58251343575363e-05,3110,"SPT_RS09625","19F",0.000734122866571911,371,370,FALSE,0.311602529659838,"SP_1961","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoB","DNA-directed RNA polymerase beta subunit",15,"Essential","SP_1961","SP_RS09855","SPT_RS09625","SPD_1759","SPD_RS09300"
"SPT_1937",97,7,0,1.58251343575384e-05,695,"SPT_RS09620","19F",0.000861818361291832,372,371,FALSE,0.410350762878794,"SP_1960","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoC","DNA-directed RNA polymerase beta' subunit",15,"Essential","SP_1960","SP_RS09850","SPT_RS09620","SPD_1758","SPD_RS09295"
"SPT_1898",98,15,507.507692307692,1.08992543975694e-09,2984,"SPT_RS09430","19F",0.00267769041615051,372,371,TRUE,0.434140449605183,"SP_1940","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recA","recombinase A",15,"Essential","SP_1940","SP_RS09750","SPT_RS09430","SPD_1739","SPD_RS09200"
"SPT_0282",99,7,0,1.58251343575341e-05,2815,"SPT_RS01420","19F",0.000100448430493274,372,371,TRUE,0.731910609841606,"SP_0236","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpoA","DNA-directed RNA polymerase subunit alpha",15,"Essential","SP_0236","SP_RS01140","SPT_RS01420","SPD_0218","SPD_RS01175"
"SPT_1675",100,7,0,1.58251343575321e-05,3177,"SPT_RS08335","19F",0.000307450980392156,372,371,FALSE,0.376929807068473,"SP_1737","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoZ","DNA-directed RNA polymerase subunit omega",5,"Evolvable.Essential","SP_1737","SP_RS08595","SPT_RS08335","SPD_1547","SPD_RS08170"
"SPT_1635",105,14,0,1.30706279242183e-09,1102,"SPT_RS08130","19F",0.00823858838485624,372,371,FALSE,0.526503890849279,"SP_1697","Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Replication","DNA repair and editing",NA,2,"RecG","ATP-dependent DNA helicase",15,"Essential","SP_1697","SP_RS08390","SPT_RS08130","SPD_1507","SPD_RS07950"
"SPT_0306",106,14,0,1.30706276764778e-09,3643,"SPT_RS01545","19F",0.0023910916161781,372,371,TRUE,0.645085632470528,"SP_0259","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"ruvB","Holliday junction DNA helicase RuvB",15,"Essential","SP_0259","SP_RS01270","SPT_RS01545","SPD_0241","SPD_RS01295"
"SPT_0239",107,225,19508.2121383846,0.342460137242773,1956,"SPT_RS01205","19F",0.00564744843188975,372,371,FALSE,0.325057266674417,"SP_0187","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","peptidase M24 family protein",0,"Nonessential","SP_0187","SP_RS00925","SPT_RS01205","SPD_0177","SPD_RS00960"
"SPT_1130",108,225,19508.2121383846,0.342460137242773,2578,"SPT_RS05590","19F",0.00176375147226367,372,371,TRUE,0.482287411536972,"SP_1084","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","Methionine aminopeptidase (EC 3.4.11.18)",15,"Essential","SP_1084","SP_RS05360","SPT_RS05590","SPD_0970","SPD_RS05175"
"SPT_1187",109,4,0,0.012854300452118,3445,"SPT_RS05880","19F",0.00560045472447892,370,370,FALSE,0.789174191024274,"SP_1161","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","acetoin dehydrogenase complex, E3 component, dihydrolipoamide dehydrogenase",0,"Nonessential","SP_1161","SP_RS05725","SPT_RS05880","SPD_1025","SPD_RS05455"
"SPT_1526",110,4,0,0.012854300452118,548,"SPT_RS07590","19F",0.00503617811618762,372,371,FALSE,0.608335126359021,"SP_1588","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","Pyridine nucleotide-disulfide oxidoreductase",0,"Nonessential","SP_1588","SP_RS07825","SPT_RS07590","SPD_1415","SPD_RS07450"
"SPT_1371",111,12,711.704681981771,2.26692970466465e-05,485,"SPT_RS06820","19F",0.00660020088991056,372,371,FALSE,0.480714697142445,"SP_0831","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","purine nucleoside phosphorylase",0,"Nonessential","SP_0831","SP_RS04065","SPT_RS06820","SPD_0726","SPD_RS03840"
"SPT_1361",112,12,4598.5765257933,1.37581199551853e-05,1628,"SPT_RS06770","19F",0.00887503099726457,374,371,FALSE,0.420951068134603,"SP_0842","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyn","pyrimidine-nucleoside phosphorylase",0,"Nonessential","SP_0842","SP_RS04120","SPT_RS06770","SPD_0736","SPD_RS03895"
"SPT_0734",113,4,1,2.74242163768398e-17,3351,"SPT_RS03660","19F",0.0102290680192541,372,371,FALSE,0.699886786906234,"SP_0718","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"thiE-1","thiamine-phosphate pyrophosphorylase",0,"Nonessential","SP_0718","SP_RS03515","SPT_RS03660","SPD_0624","SPD_RS03335"
"SPT_0741",114,4,1,1.81824533982103e-17,1267,"SPT_RS03695","19F",0.00705159515324682,372,371,FALSE,0.98913465472241,"SP_0725","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"thiE-2","thiamine-phosphate pyrophosphorylase",0,"Nonessential","SP_0725","SP_RS03550","SPT_RS03695","SPD_0631","SPD_RS03370"
"SPT_1034",115,5,10.3051708148392,0.00129782843613313,1164,"SPT_RS05110","19F",0.00686283821520191,372,371,FALSE,4.29279755453025,"SP_1192","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacB","",0,"Nonessential","SP_1192","SP_RS05860","SPT_RS05110","SPD_1052","SPD_RS05585"
"SPT_1033",116,5,10.3051708148392,0.00129782843613313,1938,"SPT_RS05105","19F",0.00186144383762536,372,371,FALSE,3.3823823759236,"SP_1193","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacA","",0,"Nonessential","SP_1193","SP_RS05865","SPT_RS05105","SPD_1053","SPD_RS05590"
"SPT_1040",120,9,152.627030922889,0.0484322891121471,141,"SPT_RS05140","19F",0.232782675059121,567,371,FALSE,0.889153493724579,"SP_1184","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","6-phospho-beta-galactosidase 2 (EC 3.2.1.85)",0,"Nonessential","SP_1184","SP_RS05825","SPT_RS05140","SPD_1046","SPD_RS05555"
"SPT_0518",121,9,152.627030922889,0.0484322891121471,141,"SPT_RS02580","19F",0.232782675059121,567,371,FALSE,1.76891745827961,"SP_0477","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","PTS system lactose-specific transporter subunit IIA",0,"Nonessential","SP_0477","SP_RS02355","SPT_RS02580","SPD_0427","SPD_RS02275"
"SPT_0766",122,15,252.331404086177,0.0128337948065798,316,"SPT_RS03815","19F",0.0029262921692152,372,371,FALSE,2.04835312838606,"SP_0752","Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livG","branched-chain amino acid ABC transporter ATP-binding protein",0,"Nonessential","SP_0752","SP_RS03680","SPT_RS03815","SPD_0655","SPD_RS03490"
"SPT_0767",123,15,252.331404086177,0.0128337948065799,279,"SPT_RS03820","19F",0.00360711914846338,372,371,FALSE,1.76586825959025,"SP_0753","Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livF","Branched-chain amino acid ABC transporter, ATP-binding protein",0,"Nonessential","SP_0753","SP_RS03685","SPT_RS03820","SPD_0656","SPD_RS03495"
"SPT_0763",124,15,252.331404086177,0.0128337948065799,1295,"SPT_RS03800","19F",0.0045999437352167,372,371,FALSE,1.77315698613567,"SP_0749","Cell Wall","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livK","High-affinity leucine-specific transport system, periplasmic binding protein LivK",0,"Nonessential","SP_0749","SP_RS03665","SPT_RS03800","SPD_0652","SPD_RS03475"
"SPT_0764",125,15,252.331404086177,0.0128337948065799,2737,"SPT_RS03805","19F",0.00286113163708678,372,371,FALSE,3.2656151715194,"SP_0750","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livH","branched-chain amino acid ABC transporter, permease protein",0,"Nonessential","SP_0750","SP_RS03670","SPT_RS03805","SPD_0653","SPD_RS03480"
"SPT_0765",126,15,252.331404086177,0.0128337948065799,541,"SPT_RS03810","19F",0.002038608866859,372,371,FALSE,1.80188361467115,"SP_0751","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livM","Branched-chain amino acid transport system permease protein LivM",0,"Nonessential","SP_0751","SP_RS03675","SPT_RS03810","SPD_0654","SPD_RS03485"
"SPT_1233",127,2,0,1.31680390825425e-12,2676,"SPT_RS06115","19F",0.010846538160291,372,371,FALSE,0.404125088610029,"SP_0970","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"fpg","formamidopyrimidine-DNA glycosylase",0,"Nonessential","SP_0970","SP_RS04810","SPT_RS06115","SPD_0858","SPD_RS04575"
"SPT_0948",128,2,0,1.31680154836144e-12,2922,"SPT_RS04695","19F",0.00132868962158584,372,371,FALSE,0.353909518627623,"SP_1279","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"Nth","Endonuclease III",0,"Nonessential","SP_1279","SP_RS06270","SPT_RS04695","SPD_1135","SPD_RS06000"
"SPT_1167",129,6,74.262793677035,0.000723809604176046,1575,"SPT_RS05780","19F",0.00180383252713757,372,371,FALSE,3.20658760672655,"SP_1122","Cell Wall","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glgC","",0,"Nonessential","SP_1122","SP_RS05555","SPT_RS05780","SPD_1006","SPD_RS05365"
"SPT_1168",130,6,74.262793677035,0.00072380960417604,1955,"SPT_RS05785","19F",0.00593849220070291,372,371,FALSE,3.06168377895842,"SP_1123","Cell Wall","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glgD","",0,"Nonessential","SP_1123","SP_RS05560","SPT_RS05785","SPD_1007","SPD_RS05370"
"SPT_1352",133,22,2153.51738699551,2.96052008482793e-05,2381,"SPT_RS06720","19F",0.00138628295058315,372,371,TRUE,0.80532675105518,"SP_0851","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"plsY","putative glycerol-3-phosphate acyltransferase PlsY",15,"Essential","SP_0851","SP_RS04175","SPT_RS06720","SPD_0745","SPD_RS03950"
"SPT_0075",134,22,2153.51738699551,2.96052008482633e-05,1777,"SPT_RS00380","19F",0.00700173843660491,372,371,FALSE,0.440213386687634,"SP_0037","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"plsX","glycerol-3-phosphate acyltransferase PlsX",5,"Evolvable.Essential","SP_0037","SP_RS00225","SPT_RS00380","SPD_0043","SPD_RS00225"
"SPT_2108",135,11,672.039214817212,0.00114844517335051,2068,"SPT_RS10440","19F",0.00462226767728027,372,371,FALSE,0.385472400704397,"SP_2099","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"pbp1B","Penicillin-binding protein 1B",0,"Nonessential","SP_2099","SP_RS10690","SPT_RS10440","SPD_1925","SPD_RS10130"
"SPT_2006",136,11,672.039214817212,0.00114844517335051,3425,"SPT_RS09935","19F",0.00324885623569338,372,371,FALSE,0.388366129443492,"SP_2010","Membrane","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"pbp2A","penicillin-binding protein 2A",0,"Nonessential","SP_2010","SP_RS10175","SPT_RS09935","SPD_1821","SPD_RS09620"
"SPT_0412",137,11,672.039214817212,0.0011484451733505,2696,"SPT_RS02080","19F",0.0053972565379594,372,371,FALSE,0.773541734636349,"SP_0369","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"","penicillin-binding protein 1A",0,"Nonessential","SP_0369","SP_RS01800","SPT_RS02080","SPD_0336","SPD_RS01790"
"SPT_0386",138,9,243.848945860954,0.00112360633233813,3690,"SPT_RS01945","19F",0.00985964452498093,372,371,TRUE,0.357397390049694,"SP_0336","Cell Wall","METABOLISM","CELLULAR PROCESSES",NA,"Cell wall metabolism","Cell division",NA,2,"","Penicillin-binding protein 2x",15,"Essential","SP_0336","SP_RS01640","SPT_RS01945","SPD_0306","SPD_RS01630"
"SPT_1329",139,9,243.848945860954,0.00112360633233814,2866,"SPT_RS06600","19F",0.00345266470917086,372,371,FALSE,0.362913632279804,"SP_0872","Membrane","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Amino acid metabolism",NA,2,"dacA","D-alanyl-D-alanine carboxypeptidase",1,"Evolvable.Essential","SP_0872","SP_RS04300","SPT_RS06600","SPD_0767","SPD_RS04075"
"SPT_1612",140,9,243.848945860954,0.00112360633233814,2637,"SPT_RS08015","19F",0.00470058005987992,372,371,TRUE,0.343462549129708,"SP_1673","Cell Wall","METABOLISM","CELLULAR PROCESSES",NA,"Cell wall metabolism","Cell division",NA,2,"FtsI/PenA","Penicillin-binding protein 2B",15,"Essential","SP_1673","SP_RS08265","SPT_RS08015","SPD_1486","SPD_RS07840"
"SPT_1739",143,98,13328.1061983699,0.584942457535951,48,"SPT_RS08655","19F",0.0105357804747566,372,371,FALSE,0.853460053109243,"SP_1816","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpG","anthranilate synthase component II",0,"Nonessential","SP_1816","SP_RS09015","SPT_RS08655","SPD_1601","SPD_RS08465"
"SPT_0689",144,86,9456.3678254948,0.561623121722994,2974,"SPT_RS03430","19F",0.0177202503131959,372,371,FALSE,2.19785095847445,"SP_0665","Intracellular","METABOLISM","METABOLISM",NA,"Cofactor and vitamin metabolism","Various metabolism",NA,2,"pabB","aminodeoxychorismate synthase",0,"Nonessential","SP_0665","SP_RS03265","SPT_RS03430","SPD_0578","SPD_RS03100"
"SPT_0733",145,3,0,1.81659995631083e-17,3380,"SPT_RS03655","19F",0.0101574200933276,373,371,FALSE,0.63105759411693,"SP_0717","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"thiM","hydroxyethylthiazole kinase",0,"Nonessential","SP_0717","SP_RS03510","SPT_RS03655","SPD_0623","SPD_RS03330"
"SPT_0740",146,3,0,1.63498696471926e-17,3315,"SPT_RS03690","19F",0.027821893893075,373,371,FALSE,0.772349837579443,"SP_0724","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"thiM","putative hydroxyethylthiazole kinase",0,"Nonessential","SP_0724","SP_RS03545","SPT_RS03690","SPD_0630","SPD_RS03365"
"SPT_1639",147,10,512.729885060544,0.02390457922705,2910,"SPT_RS08150","19F",0.117462018806028,744,371,FALSE,0.466541020568214,"SP_1701","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase",0,"Nonessential","SP_1701","SP_RS08410","SPT_RS08150","SPD_1511","SPD_RS07970"
"SPT_1638",148,10,512.729885060544,0.02390457922705,2910,"SPT_RS08145","19F",0.117462018806028,744,371,FALSE,1.11181633189561,"SP_1700","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase",0,"Nonessential","SP_1700","SP_RS08405","SPT_RS08145","SPD_1510","SPD_RS07965"
"SPT_1428",149,10,0,0.000237064292093389,3300,"SPT_RS07095","19F",0.0045021703293208,372,371,FALSE,0.543513113748252,"SP_1491","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Glycerol uptake facilitator protein",4,"Evolvable.Essential","SP_1491","SP_RS07340","SPT_RS07095","SPD_1320","SPD_RS06950"
"SPT_2199",150,10,0,0.000237064292093383,2387,"SPT_RS10875","19F",0.0101480876851017,372,371,FALSE,1.55941795091387,"SP_2184","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"glpF","Glycerol uptake facilitator protein",0,"Nonessential","SP_2184","SP_RS11155","SPT_RS10875","SPD_2011","SPD_RS10560"
"SPT_0807",154,29,3644.35570647821,0.0508037508938252,3771,"SPT_RS04015","19F",0.000424602626123013,372,371,FALSE,0.662193120800168,"SP_1468","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"PdxS","Pyridoxal 5'-phosphate synthase, synthase component",0,"Nonessential","SP_1468","SP_RS07215","SPT_RS04015","SPD_1297","SPD_RS06825"
"SPT_0808",155,29,3644.35570647821,0.0508037508938251,1499,"SPT_RS04020","19F",0.00802449022700991,372,371,FALSE,0.712056429395545,"SP_1467","Extracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"PdxT","Pyridoxal 5'-phosphate synthase, glutaminase component",0,"Nonessential","SP_1467","SP_RS07210","SPT_RS04020","SPD_1296","SPD_RS06820"
"SPT_0082",156,7,350.848299885178,0.00992357450488763,3404,"SPT_RS00420","19F",0.00623828513454599,372,371,FALSE,3.39590693544979,"SP_0044","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purC","phosphoribosylaminoimidazole-succinocarboxamide synthase",0,"Nonessential","SP_0044","SP_RS00265","SPT_RS00420","SPD_0051","SPD_RS00275"
"SPT_0112",158,3,0,1.36320136576299e-17,1888,"SPT_RS00565","19F",0.00324761551150991,372,371,FALSE,1.38962153707536,"SP_0079","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"TrkA","Trk family potassium uptake protein",0,"Nonessential","SP_0079","SP_RS00410","SPT_RS00565","SPD_0077","SPD_RS00410"
"SPT_0111",159,3,0,1.72079710445261e-17,1405,"SPT_RS00560","19F",0.0022327016650569,372,371,FALSE,0.439213713371373,"SP_0078","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"TrkG","Trk family potassium uptake protein",0,"Nonessential","SP_0078","SP_RS00405","SPT_RS00560","SPD_0076","SPD_RS00405"
"SPT_0654",160,9,243.848945860954,0.00112360633233813,3232,"SPT_RS03255","19F",0.545623171737296,750,371,FALSE,0.522648847133764,"SP_0629","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ldcB","D-alanyl-D-alanine carboxypeptidase",0,"Nonessential","SP_0629","SP_RS03085","SPT_RS03255","SPD_0549","SPD_RS02935"
"SPT_1690",162,1,0,5.06352812688817e-18,2711,"SPT_RS08415","19F",0.00220131004679422,372,371,FALSE,0.485575952476145,"SP_1752","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Putative mechanosensitive ion channel",0,"Nonessential","SP_1752","SP_RS08670","SPT_RS08415","SPD_1562","SPD_RS08245"
"SPT_1303",164,17,1060.74653319614,0.00703869038861099,2766,"SPT_RS06475","19F",0.00352882077515155,372,371,TRUE,0.420781495019351,"SP_0896","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"pfk","6-phosphofructokinase",15,"Essential","SP_0896","SP_RS04420","SPT_RS06475","SPD_0789","SPD_RS04180"
"SPT_1035",165,4,17.8617667797161,0.000419830474600771,2070,"SPT_RS05115","19F",0.00724557828411647,375,371,FALSE,4.52554510593229,"SP_1191","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacC","",0,"Nonessential","SP_1191","SP_RS05855","SPT_RS05115","SPD_1051","SPD_RS05580"
"SPT_0923",166,30,87.8474040939229,0.0532706821092822,1510,"SPT_RS04575","19F",0.00865152557887785,372,371,FALSE,0.95588477453094,"SP_1306","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"GdhA","NADP-specific glutamate dehydrogenase ",0,"Nonessential","SP_1306","SP_RS06400","SPT_RS04575","SPD_1158","SPD_RS06120"
"SPT_0195",168,6,5.04163755719314,0.00937134089217313,806,"SPT_RS00995","19F",0.241980874966132,806,371,FALSE,1.2703636867765,"SP_0148","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter, substrate-binding protein",0,"Nonessential","SP_0148","SP_RS00765","SPT_RS00995","SPD_0150","SPD_RS00830"
"SPT_0645",169,6,5.04163755719314,0.0093713408921731,806,"SPT_RS03215","19F",0.241980874966132,806,371,FALSE,3.5733171328255,"SP_0620","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"tcyK","putative amino acid ABC transporter, amino acid-binding protein",0,"Nonessential","SP_0620","SP_RS03045","SPT_RS03215","SPD_0540","SPD_RS02895"
"SPT_0878",170,8,0,4.96952366003609e-17,2784,"SPT_RS04355","19F",0.299070750261091,1116,371,FALSE,0.46137915235988,"SP_1396","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstB1","Phosphate ABC transporter, ATP-binding component I",0,"Nonessential","SP_1396","SP_RS06845","SPT_RS04355","SPD_1228","SPD_RS06480"
"SPT_2095",171,8,0,3.65824933247309e-17,2519,"SPT_RS10375","19F",0.00425210107689737,372,371,FALSE,0.655345210506776,"SP_2085","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"pstC","",0,"Nonessential","SP_2085","SP_RS10615","SPT_RS10375","SPD_1911","SPD_RS10065"
"SPT_2094",172,8,0,4.4788278519284e-17,3398,"SPT_RS10370","19F",0.00103849795696524,372,371,FALSE,1.02008077373812,"SP_2084","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"pstS","",0,"Nonessential","SP_2084","SP_RS10610","SPT_RS10370","SPD_1910","SPD_RS10060"
"SPT_2097",173,8,0,4.31080549021854e-17,2784,"SPT_RS10385","19F",0.299070750261091,1116,371,FALSE,0.910460251453093,"SP_2087","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"pstB","",0,"Nonessential","SP_2087","SP_RS10625","SPT_RS10385","SPD_1913","SPD_RS10075"
"SPT_0216",174,14,0,1.30706279442957e-09,1609,"SPT_RS01095","19F",0.00449976314333147,372,371,TRUE,0.866223064208626,"SP_0179","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"ruvA","Holliday junction DNA helicase RuvA",13,"Evolvable.Essential","SP_0179","SP_RS00890","SPT_RS01095","SPD_0170","SPD_RS00925"
"SPT_0278",177,15,858.048656760379,0.000408197798537427,1665,"SPT_RS01400","19F",0,372,371,TRUE,0.67227472959918,"SP_0232","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"infA","translation initiation factor IF-1",15,"Essential","SP_0232","SP_RS01120","SPT_RS01400","SPD_0215","SPD_RS01155"
"SPT_0586",178,15,858.048656760379,0.000408197798537427,1420,"SPT_RS02920","19F",0.00185989939134677,372,371,TRUE,0.399562543577388,"SP_0556","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"infB","translation initiation factor IF-2",15,"Essential","SP_0556","SP_RS02730","SPT_RS02920","SPD_0482","SPD_RS02570"
"SPT_1244",179,15,858.048656760379,0.000408197798537425,3865,"SPT_RS06170","19F",0.00127790703784272,372,371,TRUE,0.897100041195837,"SP_0959","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"infC","translation initiation factor IF-3",14,"Evolvable.Essential","SP_0959","SP_RS04755","SPT_RS06170","SPD_0847","SPD_RS04520"
