"","Gene","X","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC180min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC180min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC180min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX180min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX180min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX180min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"560","SP_1908",630,69.54412692,2.545541089,0.304873451,8.349500694,6.86e-17,2.41e-16,27.19811806,19.08771266,15.84495623,112.7926365,142.0714081,100.2699299,"SPD_1711","SP_RS09595","SPT_RS09235","SPT_1857","SPD_RS09040","single-strand DNA-binding protein","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"ssbB","Single-stranded DNA-binding protein"
"561","SP_0523",631,1285.24672,-1.013704431,0.121447438,-8.346857284,7.01e-17,2.46e-16,1563.244214,1771.578332,1822.76789,895.1883883,784.124887,874.576611,"SPD_0465","SP_RS02560","SPT_RS02775","SPT_0557","SPD_RS02475","putative ABC transporter, permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"ecsB","ABC transporter, permease protein"
"562","SP_1376",632,1048.387235,-1.038037016,0.124401297,-8.344262005,7.17e-17,2.51e-16,1532.160651,1314.069719,1379.707038,699.3143464,629.7588378,735.3128195,"SPD_1210","SP_RS06745","SPT_RS04450","SPT_0897","SPD_RS06385","shikimate 5-dehydrogenase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"AroE","Shikimate 5-dehydrogenase"
"563","SP_0313",633,417.5726787,1.379672397,0.165524065,8.335177087,7.74e-17,2.71e-16,251.2588049,185.5087075,253.8182612,549.107567,652.9820487,612.7606829,"SPD_0286","SP_RS01525","SPT_RS01840","SPT_0363","SPD_RS01530","glutathione peroxidase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","glutathione peroxidase"
"564","SP_0373",634,2434.309903,0.869193782,0.104321026,8.331913664,7.95e-17,2.78e-16,1739.384407,1668.981876,1768.655869,3304.549146,3249.88346,2874.404658,"SPD_0341","SP_RS01825","SPT_RS02105","SPT_0416","SPD_RS01815","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"565","SP_2039",635,218.8884468,1.481314574,0.178049999,8.319655069,8.82e-17,3.08e-16,102.3167298,113.929785,126.4606884,326.8235419,337.4195942,306.3803414,"SPD_1848","SP_RS10310","SPT_RS10075","SPT_2034","SPD_RS09755","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"566","SP_0215",637,31749.45552,0.924867432,0.111420227,8.300713952,1.03e-16,3.6e-16,22595.16037,21666.34335,21386.50546,44179.5002,45151.38635,35517.8374,"SPD_0199","SP_RS01040","SPT_RS01320","SPT_0262","SPD_RS01075","ribosomal protein S3","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpsC","30S ribosomal protein S3"
"567","SP_1369",638,1552.655714,-0.920617409,0.111209994,-8.278189572,1.25e-16,4.34e-16,1955.674203,1948.139674,2187.500845,1054.748703,1066.901632,1102.969229,"SPD_1203","SP_RS06710","SPT_RS04485","SPT_0904","SPD_RS06350","prephenate dehydratase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"PheA","Prephenate dehydratase"
"568","SP_1806",639,155.4161815,-2.837046859,0.343736831,-8.253543422,1.54e-16,5.33e-16,392.4299891,291.6841091,133.0378401,26.96019117,38.24999449,50.13496496,"n.p.","SP_RS08965","SPT_RS03345","SPT_0671","n.p","conserved domain protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Mobile element/pseudogene","DNA repair and editing",NA,2,"","Transposase, IS4 family"
"569","SP_2069",641,6052.922983,0.922986566,0.111947671,8.244803667,1.65e-16,5.72e-16,3968.33494,4212.419588,4359.156733,8345.554686,8580.293406,6851.778545,"SPD_1896","SP_RS10540","SPT_RS10300","SPT_2080","SPD_RS09990","glutamyl-tRNA synthetase","AMINO ACID METABOLSIM","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"gltX","glutamyl-tRNA synthetase"
"570","SP_0058",642,18509.34135,1.024340024,0.12450135,8.227541485,1.91e-16,6.59e-16,14368.37723,10588.31211,11574.29209,23105.43404,26820.07649,24599.55614,"SPD_0064","SP_RS00330","SPT_RS00490","SPT_0096","SPD_RS00340","transcriptional regulator, GntR family","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","GntR family transcriptional regulator"
"571","SP_1491",643,5039.634861,-0.948815169,0.115480862,-8.216211338,2.1e-16,7.24e-16,6098.854188,6635.366115,7161.023333,3095.470112,3375.562014,3871.533406,"SPD_1320","SP_RS07340","SPT_RS07095","SPT_1428","SPD_RS06950","putative glycerol uptake facilitator protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Glycerol uptake facilitator protein"
"572","SP_1122",644,314.2013809,-1.58303298,0.19295183,-8.204291089,2.32e-16,7.98e-16,374.2979104,477.1928166,545.604625,141.4034516,146.1696218,200.5398599,"SPD_1006","SP_RS05555","SPT_RS05780","SPT_1167","SPD_RS05365","glucose-1-phosphate adenylyltransferase","CARBOHYDRATE METABOLISM","Cell Wall","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glgC",""
"573","SP_0933",645,924.9395853,-0.971251388,0.118438517,-8.200469034,2.39e-16,8.22e-16,1289.967885,1174.49082,1219.463707,635.4902204,617.4641967,612.7606829,"SPD_0824","SP_RS04615","SPT_RS06280","SPT_1266","SPD_RS04385","pyrroline-5-carboxylate reductase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"proC","pyrroline-5-carboxylate reductase"
"574","SP_2238",646,161.486274,1.913153247,0.233306646,8.200166102,2.4e-16,8.23e-16,56.98653308,60.2455931,75.33828247,261.8989999,185.7856875,328.6625481,"SPD_2067","SP_RS11445","SPT_RS11175","SPT_2259","SPD_RS10850","conserved hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING","METABOLISM",NA,"Translation","Nucleotide metabolism",NA,2,"rlmH","23S rRNA (pseudouridine(1915)-N(3))-methyltransferase"
"575","SP_0430",647,177.6128564,1.638246258,0.200313579,8.178408383,2.88e-16,9.85e-16,88.07009657,89.47365311,77.72997398,285.5579432,224.035682,300.8097898,"SPD_0392","SP_RS02120","n.p","SPT_0467","n.p","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"576","SP_1555",648,3486.313959,-0.83350545,0.102328906,-8.145356814,3.78e-16,1.29e-15,4470.85255,4480.244057,4422.536558,2338.934136,2453.463932,2751.852521,"SPD_1387","SP_RS07670","SPT_RS07440","SPT_1497","SPD_RS07300","dihydrodipicolinate reductase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"DapB","Dihydrodipicolinate reductase"
"577","SP_0645",649,186.8931569,-1.851799518,0.227594589,-8.136395176,4.07e-16,1.39e-15,262.9151412,271.4034144,359.0526875,78.12953359,99.72319991,50.13496496,"SPD_0559","SP_RS03155","SPT_RS05075","SPT_1028","SPD_RS02995","putative PTS system IIA component","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"ptsN","Phosphotransferase system mannitol/fructose-specific IIA domain"
"578","SP_1968",650,425.8581442,1.194100898,0.14682299,8.132928632,4.19e-16,1.43e-15,287.5229623,241.5788634,255.9109912,611.2810691,635.2231227,523.6318563,"SPD_1766","SP_RS09895","SPT_RS09660","SPT_1948","SPD_RS09340","phosphopantetheine adenylyltransferase","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"coaD","Phosphopantetheine adenylyltransferase"
"579","SP_0286",651,2229.165235,1.070429644,0.131625212,8.132405817,4.21e-16,1.43e-15,1459.632336,1272.315347,1585.392508,3058.05597,3431.570934,2568.024316,"SPD_0266","SP_RS01405","SPT_RS01680","SPT_0332","SPD_RS01425","Cof family protein","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,""," Cof family protein"
"580","SP_0944",652,3244.812242,-0.853312736,0.105043333,-8.123435458,4.53e-16,1.54e-15,4046.043849,3951.156521,4551.687899,2325.729144,2366.035373,2228.220665,"SPD_0834","SP_RS04670","SPT_RS06250","SPT_1260","SPD_RS04440","uridylate kinase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyrH","Uridine monophosphate kinase"
"581","SP_2007",653,5421.138253,1.031594043,0.127031999,8.120741652,4.63e-16,1.57e-15,4194.985924,3170.349775,3313.688583,8026.984264,7074.882909,6745.938063,"SPD_1819","SP_RS10160","SPT_RS09920","SPT_2003","SPD_RS09605","transcription antitermination protein NusG","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"nusG","transcription antitermination protein NusG"
"582","SP_0611",654,1847.549349,-0.900705795,0.110966482,-8.116917659,4.78e-16,1.62e-15,2419.337359,2401.47285,2377.042396,1280.884184,1169.356974,1437.202329,"SPD_0532","SP_RS03005","SPT_RS03175","SPT_0637","SPD_RS02855","single-stranded-DNA-specific exonuclease RecJ","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"DNA repair and editing",NA,NA,2,"recJ","single-stranded-DNA-specific exonuclease RecJ"
"583","SP_1219",656,4659.223605,-0.888970734,0.109667571,-8.106049282,5.23e-16,1.77e-15,5610.583211,6213.050472,6374.75475,3415.14095,3450.695931,2891.116313,"SPD_1077","SP_RS05975","SPT_RS04985","SPT_1010","SPD_RS05710","DNA gyrase, A subunit","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"GyrA","DNA gyrase, subunit A"
"584","SP_0211",657,10969.06989,0.818960182,0.101088913,8.101384785,5.43e-16,1.83e-15,8040.281758,7599.295604,8166.131689,14984.91442,14339.64972,12684.14614,"SPD_0195","SP_RS01020","SPT_RS01300","SPT_0258","SPD_RS01055","ribosomal protein L23","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rplW","50S ribosomal protein L23"
"585","SP_1736",658,3129.023869,0.871314696,0.107819148,8.081261222,6.41e-16,2.16e-15,2016.546182,2254.736058,2351.630674,3871.263368,4330.445804,3949.521129,"SPD_1546","SP_RS08590","SPT_RS08330","SPT_1674","SPD_RS08165","primosomal protein N","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"priA","primosome assembly protein PriA"
"586","SP_0820",659,4066.807689,-0.92260519,0.114202764,-8.078659054,6.55e-16,2.2e-15,4969.484714,5103.577173,5922.725055,2683.914541,3069.562058,2651.582591,"SPD_0717","SP_RS04015","SPT_RS06865","SPT_1380","SPD_RS03795","ATP-dependent Clp protease, ATP-binding subunit ClpE","PROTEIN TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"clpE","Clp protease ATP-binding subunit ClpE"
"587","SP_0806",660,4097.118101,-0.78756354,0.097605899,-8.068810867,7.1e-16,2.38e-15,5075.686889,5292.664827,5222.856328,3181.302558,2930.222792,2879.97521,"SPD_0709","SP_RS03950","SPT_RS06925","SPT_1393","SPD_RS03755","DNA gyrase subunit B","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Transcription","Replication",NA,2,"gyrB","DNA gyrase subunit B"
"588","SP_0989",661,930.1454219,-0.983508944,0.121993024,-8.062009699,7.51e-16,2.51e-15,1252.408579,1157.19258,1312.739676,637.1408443,642.0534789,579.3373729,"SPD_0875","SP_RS04905","SPT_RS06020","SPT_1215","SPD_RS04670","MutT/nudix family protein","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","MutT/nudix family protein"
"589","SP_0276",662,372.3486099,1.270508105,0.157750808,8.053892834,8.02e-16,2.68e-15,235.7170232,206.3858932,217.3449657,603.5781573,480.8570736,490.2085463,"SPD_0256","SP_RS01345","SPT_RS01620","SPT_0321","SPD_RS01370","conserved hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"",""
"590","SP_0969",663,1759.048308,-0.90065179,0.111920499,-8.047246017,8.47e-16,2.83e-15,2169.373702,2227.297471,2492.14255,1241.819418,1264.981961,1158.674746,"SPD_0857","SP_RS04805","SPT_RS06120","SPT_1234","SPD_RS04570","GTP-binding protein Era","TRANSCRIPTION AND TRANSLATION","Membrane","CELLULAR PROCESSES","CELLULAR PROCESSES",NA,"Cell growth and death","Cell division",NA,2,"era","GTP-binding protein Era"
"591","SP_1431",664,201.8299158,-1.814699131,0.225661427,-8.041689502,8.86e-16,2.96e-15,395.0202861,290.4911271,253.5192997,78.67974157,87.42855883,105.8404816,"SPD_1260","SP_RS07025","SPT_RS04185","SPT_0843","SPD_RS06650","putative type II DNA modification methyltransferase","VARIOUS","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"","Type II DNA modification methyltransferase"
"592","SP_0988",665,2703.883249,-0.819370975,0.101953392,-8.036721069,9.23e-16,3.07e-15,3342.778224,3343.928662,3678.122576,1947.73626,1994.463998,1916.269772,"SPD_0874","SP_RS04900","SPT_RS06025","SPT_1216","SPD_RS04665","UDP-N-acetylglucosamine pyrophosphorylase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glmU","bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase"
"593","SP_0272",667,25615.4422,0.767287844,0.095640113,8.022657223,1.03e-15,3.44e-15,17970.18515,19292.30908,19578.08771,33041.64,33740.59335,30069.83787,"SPD_0252","SP_RS01325","SPT_RS01600","SPT_0317","SPD_RS01350","ribosomal protein S7","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpsG","30S ribosomal protein S7"
"594","SP_0908",668,2478.014349,-0.89525448,0.111637407,-8.019305595,1.06e-15,3.53e-15,3063.026153,3330.209369,3310.101046,1738.107018,1894.740798,1531.901707,"SPD_0802","SP_RS04485","SPT_RS06415","SPT_1293","SPD_RS04250","putative transcriptional regulator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","putative transcriptional regulator"
"595","SP_1171",669,145.1054511,-1.810660415,0.226262775,-8.002467124,1.22e-15,4.04e-15,203.3383112,222.4911507,254.4161841,62.17350208,66.93749035,61.27606829,"SPD_1034","SP_RS05775","SPT_RS05930","SPT_1196","SPD_RS05505","hydrolase, haloacid dehalogenase-like family","UNKNOWN",NA,"METABOLISM",NA,NA,"Various metabolism",NA,NA,1,""," HAD superfamily hydrolase"
"596","SP_0698",670,314.5119333,-1.594019261,0.199309337,-7.997714915,1.27e-15,4.19e-15,505.1079068,556.5261224,372.5059522,177.1669705,142.0714081,133.6932399,"SPD_0606","SP_RS03415","n.p","n.p.","SPD_RS03240","hypothetical protein","UNKNOWN","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC2-family transport protein"
"597","SP_0277",671,238.0157834,1.353065245,0.169281379,7.992995152,1.32e-15,4.35e-15,135.9905903,132.4210066,127.0586113,321.8716701,331.9553093,378.7975131,"SPD_0257","SP_RS01350","SPT_RS01625","SPT_0322","SPD_RS01375","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"598","SP_1714",672,2323.465347,-0.977836392,0.122689284,-7.970022805,1.59e-15,5.23e-15,3530.574754,2716.420108,3000.376995,1494.364882,1566.883703,1632.171637,"SPD_1524","SP_RS08475","SPT_RS08215","SPT_1652","SPD_RS08045","transcriptional regulator, GntR family","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"",""
"599","SP_0483",673,1562.400705,0.900249903,0.113235469,7.950246616,1.86e-15,6.13e-15,1037.413932,1053.403143,1166.846494,2118.850943,1881.080086,2116.809632,"SPD_0434","SP_RS02390","SPT_RS02615","SPT_0525","SPD_RS02310","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter ATP-binding protein"
"600","SP_0186",674,5615.028296,0.87119951,0.109626323,7.946991974,1.91e-15,6.28e-15,3557.772872,3876.595144,4453.628547,7288.054943,7445.088213,7069.03006,"SPD_0176","SP_RS00920","SPT_RS01200","SPT_0238","SPD_RS00955","excinuclease ABC, subunit A","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"uvrA","Excinuclease ABC subunit A"
"601","SP_1174",675,202.948169,-1.682826176,0.211886264,-7.942120195,1.99e-15,6.51e-15,314.7210804,308.9823487,331.8471966,117.7445084,94.25891499,50.13496496,"n.p.","SP_RS05785","SPT_RS05940","SPT_1198","n.p","conserved domain protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"602","SP_1674",676,1071.676031,-1.159373651,0.145976651,-7.942185555,1.99e-15,6.51e-15,1410.416694,1317.052174,1706.770852,570.0154704,729.4820377,696.3189578,"SPD_1487","SP_RS08270","SPT_RS08020","SPT_1613","SPD_RS07845","putative phosphosugar-binding transcriptional regulator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","Putative phosphosugar-binding transcriptional regulator, RpiR family"
"603","SP_1384",677,335.1674678,-1.290203639,0.162898723,-7.920280856,2.37e-15,7.75e-15,455.8922646,471.8243974,487.606106,196.4242499,165.294619,233.9631698,"SPD_1217","SP_RS06785","SPT_RS04415","SPT_0890","SPD_RS06420","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Conserved Hypothetical Protein"
"604","SP_0265",679,352.6718116,1.445628355,0.183042206,7.897787011,2.84e-15,9.26e-15,172.2547477,198.6315099,203.2937781,576.0677582,609.2677693,356.5153064,"SPD_0247","SP_RS01300","SPT_RS01575","SPT_0312","SPD_RS01325","glycosyl hydrolase, family 1","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","glycosyl hydrolase"
"605","SP_0606",680,338.8190374,1.179046534,0.150147057,7.852611693,4.07e-15,1.33e-14,200.7480143,218.9122046,204.4896238,474.2792813,499.9820708,434.5030297,"SPD_0527","SP_RS02980","SPT_RS03150","SPT_0632","SPD_RS02825","putative oxidoreductase","UNKNOWN","Intracellular","METABOLISM","METABOLISM",NA,"Cofactor and vitamin metabolism","Energy metabolism",NA,2,"mcr1","NAD(P)H-flavin reductase"
"606","SP_1106",683,7876.845936,-0.759479836,0.096774891,-7.847901738,4.23e-15,1.37e-14,10047.7619,9409.049361,10292.94336,6145.272962,5834.490231,5531.557801,"SPD_0990","SP_RS05480","SPT_RS05705","SPT_1152","SPD_RS05285","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"607","SP_0219",684,11834.9336,0.772466021,0.098624394,7.832403202,4.79e-15,1.55e-14,8948.180842,9030.874054,8236.088666,15304.03505,15686.59595,13803.82702,"SPD_0203","SP_RS01060","SPT_RS01340","SPT_0266","SPD_RS01095","ribosomal protein L14","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rplN","50S ribosomal protein L14"
"608","SP_1812",685,617.3190784,-1.432910079,0.183166042,-7.823011632,5.16e-15,1.67e-14,725.2831483,860.1400519,1091.508211,285.0077352,301.9017422,440.0735813,"SPD_1597","SP_RS08995","SPT_RS08635","SPT_1735","SPD_RS08445","tryptophan synthase, beta subunit","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpB","tryptophan synthase subunit beta"
"609","SP_0478",686,378.7705308,1.405249484,0.18005224,7.80467648,5.97e-15,1.93e-14,238.3073201,194.4560728,177.8820558,479.2311532,480.8570736,701.8895095,"SPD_0428","SP_RS02360","SPT_RS02585","SPT_0519","SPD_RS02280","PTS system, lactose-specific IIBC components","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system lactose-specific transporter subunit IIBC"
"610","SP_1458",688,1687.807831,-1.035278119,0.133010206,-7.78344874,7.06e-15,2.27e-14,1890.916779,2353.157077,2552.532761,1036.041632,1118.812339,1175.386401,"SPD_1287","SP_RS07165","SPT_RS04065","SPT_0817","SPD_RS06775","thioredoxin reductase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"TrxB","Thioredoxin reductase"
"611","SP_0096",691,218.1861334,1.406503243,0.181657168,7.742624501,9.74e-15,3.12e-14,124.334254,115.719258,120.1824982,301.5139747,368.8392326,278.5275831,"SPD_0092","SP_RS00485","SPT_RS00640","SPT_0126","SPD_RS00485","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"612","SP_1815",692,334.4778336,-1.371491288,0.177215607,-7.739111209,1e-14,3.2e-14,404.0863255,477.1928166,558.4599669,173.8657226,187.1517587,206.1104115,"SPD_1600","SP_RS09010","SPT_RS08650","SPT_1738","SPD_RS08460","anthranilate phosphoribosyltransferase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpD","anthranilate phosphoribosyltransferase"
"613","SP_1915",693,226.8193652,1.469794456,0.190015158,7.735143184,1.03e-14,3.3e-14,111.3827692,118.1052221,134.8316087,364.7878927,381.1338736,250.6748248,"SPD_1718","SP_RS09635","SPT_RS09280","SPT_1865","SPD_RS09080","hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"",""
"614","SP_1362",694,1197.167857,-1.036782388,0.134680668,-7.698078756,1.38e-14,4.41e-14,1591.737481,1449.47318,1817.685545,806.0546951,855.160591,662.8956479,"SPD_1196","SP_RS06670","SPT_RS04520","SPT_0911","SPD_RS06315","putative transcriptional regulator MecA","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"MecA","Negative adapter regulator of genetic competence"
"615","SP_0209",697,16437.79703,0.95801733,0.124673505,7.684209506,1.54e-14,4.89e-14,11258.72573,10354.48763,11859.80026,24581.64206,22679.51459,17892.61194,"SPD_0193","SP_RS01010","SPT_RS01290","SPT_0256","SPD_RS01045","ribosomal protein L3","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rplC","50S ribosomal protein L3"
"616","SP_1576",698,1304.395579,-0.883633096,0.115131291,-7.675003767,1.65e-14,5.25e-14,1653.904608,1655.859074,1787.789401,983.2216656,898.8748705,846.7238527,"SPD_1406","SP_RS07770","SPT_RS07540","SPT_1516","SPD_RS07400","homoserine O-succinyltransferase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"MetA","Homoserine O-succinyltransferase"
"617","SP_1502",699,823.5729248,-1.086012589,0.141717308,-7.663231835,1.81e-14,5.75e-14,1016.691556,1076.069801,1274.771573,577.7183821,478.1249311,518.0613046,"SPD_1330","SP_RS07395","SPT_RS07150","SPT_1439","SPD_RS07005","amino acid ABC transporter, permease protein","TRANSPORT","Membrane","METABOLISM","ENVIRONMENTAL INFORMATION PROCESSING",NA,"Amino acid metabolism","Membrane transport",NA,2,"","Amino acid ABC transporter, premease component"
"618","SP_1207",700,651.6341751,-1.036173898,0.135233047,-7.662135256,1.83e-14,5.79e-14,812.0580964,872.6663633,958.4703714,442.3672183,439.8749366,384.3680647,"SPD_1067","SP_RS05930","SPT_RS05030","SPT_1019","SPD_RS05660","exodeoxyribonuclease VII, large subunit","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"XseA","Exodeoxyribonuclease VII, large subunit"
"619","SP_0325",701,56.62200258,2.607079886,0.341015031,7.645058576,2.09e-14,6.6e-14,11.65633631,20.28069471,11.6594961,92.98514913,80.59820267,122.5521366,"SPD_0297","SP_RS01580","SPT_RS01895","SPT_0374","SPD_RS01585","PTS system, IID component","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system transporter subunit IID"
"620","SP_1074",702,584.5780319,-0.989319294,0.129565016,-7.635697718,2.25e-14,7.09e-14,766.7278996,784.3856923,782.6810456,380.7439242,402.9910133,389.9386164,"SPD_0959","SP_RS05310","SPT_RS05525","SPT_1117","SPD_RS05110","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"621","SP_1370",703,689.354783,-0.993622083,0.130656614,-7.604835719,2.85e-14,8.99e-14,862.568887,901.8944234,991.0571682,474.2792813,443.9731503,462.355788,"SPD_1204","SP_RS06715","SPT_RS04480","SPT_0903","SPD_RS06355","shikimate kinase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"AroK","Shikimate kinase I"
"622","SP_0221",704,19450.97233,0.76461399,0.100586752,7.601537736,2.93e-14,9.21e-14,15453.71165,14116.5565,13651.47616,25240.79122,25660.28202,22583.01644,"SPD_0205","SP_RS01070","SPT_RS01350","SPT_0268","SPD_RS01105","ribosomal protein L5","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rplE","50S ribosomal protein L5"
